5,40	9,72986	6,64520
5,42	9,76688	6,66471
5,44	9,80396	6,68419
5,46	9,84109	6,70365
5,48	9,87827	6,72309
5,50	9,91550	6,74250
5,52	9,95279	6,76189
5,54	9,99013	6,78125
5,56	10,02752	6,80059
5,58	10,06496	6,81991
5,60	10,10246	6,83920
5,62	10,14002	6,85847
5,64	10,17762	6,87771
5,66	10,21529	6,89693
5,68	10,25300	6,91613
5,70	10,29077	6,93530
5,72	10,32860	6,95445
5,74	10,36648	6,97357
5,76	10,40441	6,99267
5,78	10,44240	7,01175
5,80	10,48045	7,03080
5,82	10,51855	7,04983
5,84	10,55671	7,06883
5,86	10,59492	7,08781
5,88	10,63319	7,10677
5,90	10,67152	7,12570
5,92	10,70990	7,14461
5,94	10,74834	7,16349
5,96	10,78683	7,18235
5,98	10,82539	7,20119
6,00	10,86400	7,22000
6,02	10,90267	7,23879
6,04	10,94140	7,25755
6,06	10,98018	7,27629
6,08	11,01902	7,29501
6,10	11,05792	7,31370
6,12	11,09688	7,33237
6,14	11,13590	7,35101
6,16	11,17498	7,36963
6,18	11,21412	7,38823
6,20	11,25331	7,40680
6,22	11,29257	7,42535
6,24	11,33188	7,44387
6,26	11,37126	7,46237
6,28	11,41069	7,48085
6,30	11,45019	7,49930
6,32	11,48974	7,51773
6,34	11,52936	7,53613
6,36	11,56904	7,55451
6,38	11,60878	7,57287
6,40	11,64858	7,59120
6,42	11,68844	7,60951
6,44	11,72836	7,62779
6,46	11,76834	7,64605
6,48	11,80839	7,66429
6,50	11,84850	7,68250
6,52	11,88867	7,70069
6,54	11,92891	7,71885
6,56	11,96920	7,73699
6,58	12,00956	7,75511
6,60	12,04998	7,77320
6,62	12,09047	7,79127
6,64	12,13102	7,80931
6,66	12,17163	7,82733
6,68	12,21231	7,84533
6,70	12,25305	7,86330
6,72	12,29386	7,88125
6,74	12,33473	7,89917
6,76	12,37566	7,91707
6,78	12,41666	7,93495
6,80	12,45773	7,95280
6,82	12,49886	7,97063
6,84	12,54005	7,98843
6,86	12,58132	8,00621
6,88	12,62264	8,02397
6,90	12,66404	8,04170
6,92	12,70550	8,05941
6,94	12,74702	8,07709
6,96	12,78861	8,09475
6,98	12,83027	8,11239
7,00	12,87200	8,13000
7,02	12,91379	8,14759
7,04	12,95565	8,16515
7,06	12,99758	8,18269
7,08	13,03958	8,20021
7,10	13,08164	8,21770
7,12	13,12378	8,23517
7,14	13,16598	8,25261
7,16	13,20825	8,27003
7,18	13,25058	8,28743
7,20	13,29299	8,30480
7,22	13,33547	8,32215
7,24	13,37801	8,33947
7,26	13,42063	8,35677
7,28	13,46331	8,37405
7,30	13,50607	8,39130
7,32	13,54889	8,40853
7,34	13,59179	8,42573
7,36	13,63475	8,44291
7,38	13,67779	8,46007
7,40	13,72090	8,47720
7,42	13,76407	8,49431
7,44	13,80732	8,51139
7,46	13,85064	8,52845
7,48	13,89404	8,54549
7,50	13,93750	8,56250
7,52	13,98104	8,57949
7,54	14,02464	8,59645
7,56	14,06832	8,61339
7,58	14,11208	8,63031
7,60	14,15590	8,64720
7,62	14,19980	8,66407
7,64	14,24377	8,68091
7,66	14,28782	8,69773
7,68	14,33194	8,71453
7,70	14,37613	8,73130
7,72	14,42040	8,74805
7,74	14,46474	8,76477
7,76	14,50915	8,78147
7,78	14,55364	8,79815
7,80	14,59821	8,81480
7,82	14,64285	8,83143
7,84	14,68756	8,84803
7,86	14,73235	8,86461
7,88	14,77722	8,88117
7,90	14,82216	8,89770
7,92	14,86717	8,91421
7,94	14,91226	8,93069
7,96	14,95743	8,94715
7,98	15,00268	8,96359
8,00	15,04800	8,98000
8,02	15,09340	8,99639
8,04	15,13887	9,01275
8,06	15,18443	9,02909
8,08	15,23006	9,04541
8,10	15,27576	9,06170
8,12	15,32155	9,07797
8,14	15,36741	9,09421
8,16	15,41335	9,11043
8,18	15,45937	9,12663
8,20	15,50547	9,14280
8,22	15,55165	9,15895
8,24	15,59790	9,17507
8,26	15,64424	9,19117
8,28	15,69065	9,20725
8,30	15,73715	9,22330
8,32	15,78372	9,23933
8,34	15,83037	9,25533
8,36	15,87711	9,27131
8,38	15,92392	9,28727
8,40	15,97082	9,30320
8,42	16,01779	9,31911
8,44	16,06485	9,33499
8,46	16,11198	9,35085
8,48	16,15920	9,36669
8,50	16,20650	9,38250
8,52	16,25388	9,39829
8,54	16,30134	9,41405
8,56	16,34889	9,42979
8,58	16,39651	9,44551
8,60	16,44422	9,46120
8,62	16,49202	9,47687
8,64	16,53989	9,49251
8,66	16,58785	9,50813
8,68	16,63589	9,52373
8,70	16,68401	9,53930
8,72	16,73222	9,55485
8,74	16,78051	9,57037
8,76	16,82889	9,58587
8,78	16,87734	9,60135
8,80	16,92589	9,61680
8,82	16,97452	9,63223
8,84	17,02323	9,64763
8,86	17,07203	9,66301
8,88	17,12091	9,67837
8,90	17,16988	9,69370
8,92	17,21893	9,70901
8,94	17,26807	9,72429
8,96	17,31729	9,73955
8,98	17,36660	9,75479
9,00	17,41600	9,77000
9,02	17,46548	9,78519
9,04	17,51505	9,80035
9,06	17,56471	9,81549
9,08	17,61445	9,83061
9,10	17,66428	9,84570
9,12	17,71420	9,86077
9,14	17,76421	9,87581
9,16	17,81430	9,89083
9,18	17,86448	9,90583
9,20	17,91475	9,92080
9,22	17,96511	9,93575
9,24	18,01556	9,95067
9,26	18,06609	9,96557
9,28	18,11672	9,98045
9,30	18,16743	9,99530
9,32	18,21823	10,01013
9,34	18,26912	10,02493
9,36	18,32010	10,03971
9,38	18,37117	10,05447
9,40	18,42234	10,06920
9,42	18,47359	10,08391
9,44	18,52493	10,09859
9,46	18,57636	10,11325
9,48	18,62789	10,12789
9,50	18,67950	10,14250
9,52	18,73121	10,15709
9,54	18,78300	10,17165
9,56	18,83489	10,18619
9,58	18,88687	10,20071
9,60	18,93894	10,21520
9,62	18,99111	10,22967
9,64	19,04337	10,24411
9,66	19,09571	10,25853
9,68	19,14816	10,27293
9,70	19,20069	10,28730
9,72	19,25332	10,30165
9,74	19,30604	10,31597
9,76	19,35886	10,33027
9,78	19,41177	10,34455
9,80	19,46477	10,35880
9,82	19,51786	10,37303
9,84	19,57106	10,38723
9,86	19,62434	10,40141
9,88	19,67772	10,41557
9,90	19,73120	10,42970
9,92	19,78477	10,44381
9,94	19,83843	10,45789
9,96	19,89219	10,47195
9,98	19,94605	10,48599
10,00	20,00000	10,50000
10,02	20,05405	10,51399
10,04	20,10819	10,52795
10,06	20,16243	10,54189
10,08	20,21677	10,55581
10,10	20,27120	10,56970
10,12	20,32573	10,58357
10,14	20,38036	10,59741
10,16	20,43509	10,61123
10,18	20,48991	10,62503
10,20	20,54483	10,63880
10,22	20,59985	10,65255
10,24	20,65497	10,66627
10,26	20,71018	10,67997
10,28	20,76550	10,69365
10,30	20,82091	10,70730
10,32	20,87642	10,72093
10,34	20,93203	10,73453
10,36	20,98774	10,74811
10,38	21,04355	10,76167
10,40	21,09946	10,77520
10,42	21,15546	10,78871
10,44	21,21157	10,80219
10,46	21,26778	10,81565
10,48	21,32409	10,82909
10,50	21,38050	10,84250
10,52	21,43701	10,85589
10,54	21,49362	10,86925
10,56	21,55033	10,88259
10,58	21,60715	10,89591
10,60	21,66406	10,90920
10,62	21,72108	10,92247
10,64	21,77820	10,93571
10,66	21,83542	10,94893
10,68	21,89275	10,96213
10,70	21,95017	10,97530
10,72	22,00770	10,98845
10,74	22,06533	11,00157
10,76	22,12307	11,01467
10,78	22,18091	11,02775
10,80	22,23885	11,04080
10,82	22,29689	11,05383
10,84	22,35504	11,06683
10,86	22,41330	11,07981
10,88	22,47165	11,09277
10,90	22,53012	11,10570
10,92	22,58868	11,11861
10,94	22,64735	11,13149
10,96	22,70613	11,14435
10,98	22,76501	11,15719
11,00	22,82400	11,17000
11,02	22,88309	11,18279
11,04	22,94229	11,19555
11,06	23,00160	11,20829
11,08	23,06101	11,22101
11,10	23,12052	11,23370
11,12	23,18015	11,24637
11,14	23,23988	11,25901
11,16	23,29972	11,27163
11,18	23,35966	11,28423
11,20	23,41971	11,29680
11,22	23,47987	11,30935
11,24	23,54014	11,32187
11,26	23,60051	11,33437
11,28	23,66100	11,34685
11,30	23,72159	11,35930
11,32	23,78229	11,37173
11,34	23,84310	11,38413
11,36	23,90401	11,39651
11,38	23,96504	11,40887
11,40	24,02618	11,42120
11,42	24,08742	11,43351
11,44	24,14878	11,44579
11,46	24,21024	11,45805
11,48	24,27182	11,47029
11,50	24,33350	11,48250
11,52	24,39530	11,49469
11,54	24,45720	11,50685
11,56	24,51922	11,51899
11,58	24,58135	11,53111
11,60	24,64358	11,54320
11,62	24,70593	11,55527
11,64	24,76840	11,56731
11,66	24,83097	11,57933
11,68	24,89365	11,59133
11,70	24,95645	11,60330
11,72	25,01936	11,61525
11,74	25,08238	11,62717
11,76	25,14552	11,63907
11,78	25,20877	11,65095
11,80	25,27213	11,66280
11,82	25,33560	11,67463
11,84	25,39919	11,68643
11,86	25,46289	11,69821
11,88	25,52671	11,70997
11,90	25,59064	11,72170
11,92	25,65468	11,73341
11,94	25,71884	11,74509
11,96	25,78311	11,75675
11,98	25,84750	11,76839
12,00	25,91200	11,78000
12,02	25,97662	11,79159
12,04	26,04135	11,80315
12,06	26,10620	11,81469
12,08	26,17116	11,82621
12,10	26,23624	11,83770
12,12	26,30144	11,84917
12,14	26,36675	11,86061
12,16	26,43218	11,87203
12,18	26,49773	11,88343
12,20	26,56339	11,89480
12,22	26,62917	11,90615
12,24	26,69507	11,91747
12,26	26,76108	11,92877
12,28	26,82722	11,94005
12,30	26,89347	11,95130
12,32	26,95984	11,96253
12,34	27,02632	11,97373
12,36	27,09293	11,98491
12,38	27,15965	11,99607
12,40	27,22650	12,00720
12,42	27,29346	12,01831
12,44	27,36054	12,02939
12,46	27,42774	12,04045
12,48	27,49506	12,05149
12,50	27,56250	12,06250
12,52	27,63006	12,07349
12,54	27,69774	12,08445
12,56	27,76554	12,09539
12,58	27,83346	12,10631
12,60	27,90150	12,11720
12,62	27,96967	12,12807
12,64	28,03795	12,13891
12,66	28,10636	12,14973
12,68	28,17488	12,16053
12,70	28,24353	12,17130
12,72	28,31230	12,18205
12,74	28,38120	12,19277
12,76	28,45021	12,20347
12,78	28,51935	12,21415
12,80	28,58861	12,22480
12,82	28,65799	12,23543
12,84	28,72750	12,24603
12,86	28,79713	12,25661
12,88	28,86688	12,26717
12,90	28,93676	12,27770
12,92	29,00676	12,28821
12,94	29,07688	12,29869
12,96	29,14713	12,30915
12,98	29,21750	12,31959
13,00	29,28800	12,33000
13,02	29,35862	12,34039
13,04	29,42937	12,35075
13,06	29,50024	12,36109
13,08	29,57124	12,37141
13,10	29,64236	12,38170
13,12	29,71361	12,39197
13,14	29,78499	12,40221
13,16	29,85649	12,41243
13,18	29,92812	12,42263
13,20	29,99987	12,43280
13,22	30,07175	12,44295
13,24	30,14376	12,45307
13,26	30,21590	12,46317
13,28	30,28816	12,47325
13,30	30,36055	12,48330
13,32	30,43307	12,49333
13,34	30,50571	12,50333
13,36	30,57848	12,51331
13,38	30,65139	12,52327
13,40	30,72442	12,53320
13,42	30,79757	12,54311
13,44	30,87086	12,55299
13,46	30,94428	12,56285
13,48	31,01782	12,57269
13,50	31,09150	12,58250
13,52	31,16530	12,59229
13,54	31,23924	12,60205
13,56	31,31330	12,61179
13,58	31,38750	12,62151
13,60	31,46182	12,63120
13,62	31,53628	12,64087
13,64	31,61087	12,65051
13,66	31,68558	12,66013
13,68	31,76043	12,66973
13,70	31,83541	12,67930
13,72	31,91052	12,68885
13,74	31,98577	12,69837
13,76	32,06114	12,70787
13,78	32,13665	12,71735
13,80	32,21229	12,72680
13,82	32,28806	12,73623
13,84	32,36396	12,74563
13,86	32,44000	12,75501
13,88	32,51617	12,76437
13,90	32,59248	12,77370
13,92	32,66891	12,78301
13,94	32,74548	12,79229
13,96	32,82219	12,80155
13,98	32,89903	12,81079
14,00	32,97600	12,82000
14,02	33,05311	12,82919
14,04	33,13035	12,83835
14,06	33,20773	12,84749
14,08	33,28524	12,85661
14,10	33,36288	12,86570
14,12	33,44067	12,87477
14,14	33,51858	12,88381
14,16	33,59664	12,89283
14,18	33,67483	12,90183
14,20	33,75315	12,91080
14,22	33,83161	12,91975
14,24	33,91021	12,92867
14,26	33,98895	12,93757
14,28	34,06782	12,94645
14,30	34,14683	12,95530
14,32	34,22597	12,96413
14,34	34,30526	12,97293
14,36	34,38468	12,98171
14,38	34,46424	12,99047
14,40	34,54394	12,99920
14,42	34,62377	13,00791
14,44	34,70375	13,01659
14,46	34,78386	13,02525
14,48	34,86411	13,03389
14,50	34,94450	13,04250
14,52	35,02503	13,05109
14,54	35,10570	13,05965
14,56	35,18651	13,06819
14,58	35,26746	13,07671
14,60	35,34854	13,08520
14,62	35,42977	13,09367
14,64	35,51114	13,10211
14,66	35,59265	13,11053
14,68	35,67430	13,11893
14,70	35,75609	13,12730
14,72	35,83802	13,13565
14,74	35,92010	13,14397
14,76	36,00231	13,15227
14,78	36,08467	13,16055
14,80	36,16717	13,16880
14,82	36,24981	13,17703
14,84	36,33259	13,18523
14,86	36,41552	13,19341
14,88	36,49859	13,20157
14,90	36,58180	13,20970
14,92	36,66515	13,21781
14,94	36,74865	13,22589
14,96	36,83229	13,23395
14,98	36,91607	13,24199
15,00	37,00000	13,25000
15,02	37,08407	13,25799
15,04	37,16829	13,26595
15,06	37,25265	13,27389
15,08	37,33715	13,28181
15,10	37,42180	13,28970
15,12	37,50660	13,29757
15,14	37,59154	13,30541
15,16	37,67662	13,31323
15,18	37,76186	13,32103
15,20	37,84723	13,32880
15,22	37,93275	13,33655
15,24	38,01842	13,34427
15,26	38,10424	13,35197
15,28	38,19020	13,35965
15,30	38,27631	13,36730
15,32	38,36256	13,37493
15,34	38,44897	13,38253
15,36	38,53551	13,39011
15,38	38,62221	13,39767
15,40	38,70906	13,40520
15,42	38,79605	13,41271
15,44	38,88319	13,42019
15,46	38,97048	13,42765
15,48	39,05791	13,43509
15,50	39,14550	13,44250
15,52	39,23323	13,44989
15,54	39,32112	13,45725
15,56	39,40915	13,46459
15,58	39,49733	13,47191
15,60	39,58566	13,47920
15,62	39,67415	13,48647
15,64	39,76278	13,49371
15,66	39,85156	13,50093
15,68	39,94049	13,50813
15,70	40,02957	13,51530
15,72	40,11880	13,52245
15,74	40,20819	13,52957
15,76	40,29772	13,53667
15,78	40,38741	13,54375
15,80	40,47725	13,55080
15,82	40,56724	13,55783
15,84	40,65738	13,56483
15,86	40,74767	13,57181
15,88	40,83812	13,57877
15,90	40,92872	13,58570
15,92	41,01947	13,59261
15,94	41,11037	13,59949
15,96	41,20143	13,60635
15,98	41,29264	13,61319
16,00	41,38400	13,62000
16,02	41,47552	13,62679
16,04	41,56719	13,63355
16,06	41,65901	13,64029
16,08	41,75099	13,64701
16,10	41,84312	13,65370
16,12	41,93541	13,66037
16,14	42,02785	13,66701
16,16	42,12045	13,67363
16,18	42,21320	13,68023
16,20	42,30611	13,68680
16,22	42,39918	13,69335
16,24	42,49239	13,69987
16,26	42,58577	13,70637
16,28	42,67930	13,71285
16,30	42,77299	13,71930
16,32	42,86683	13,72573
16,34	42,96083	13,73213
16,36	43,05499	13,73851
16,38	43,14930	13,74487
16,40	43,24378	13,75120
16,42	43,33841	13,75751
16,44	43,43319	13,76379
16,46	43,52814	13,77005
16,48	43,62324	13,77629
16,50	43,71850	13,78250
16,52	43,81392	13,78869
16,54	43,90950	13,79485
16,56	44,00523	13,80099
16,58	44,10113	13,80711
16,60	44,19718	13,81320
16,62	44,29340	13,81927
16,64	44,38977	13,82531
16,66	44,48631	13,83133
16,68	44,58300	13,83733
16,70	44,67985	13,84330
16,72	44,77687	13,84925
16,74	44,87404	13,85517
16,76	44,97138	13,86107
16,78	45,06887	13,86695
16,80	45,16653	13,87280
16,82	45,26435	13,87863
16,84	45,36233	13,88443
16,86	45,46047	13,89021
16,88	45,55877	13,89597
16,90	45,65724	13,90170
16,92	45,75586	13,90741
16,94	45,85465	13,91309
16,96	45,95361	13,91875
16,98	46,05272	13,92439
17,00	46,15200	13,93000
17,02	46,25144	13,93559
17,04	46,35105	13,94115
17,06	46,45082	13,94669
17,08	46,55075	13,95221
17,10	46,65084	13,95770
17,12	46,75110	13,96317
17,14	46,85153	13,96861
17,16	46,95212	13,97403
17,18	47,05287	13,97943
17,20	47,15379	13,98480
17,22	47,25488	13,99015
17,24	47,35613	13,99547
17,26	47,45754	14,00077
17,28	47,55912	14,00605
17,30	47,66087	14,01130
17,32	47,76278	14,01653
17,34	47,86486	14,02173
17,36	47,96711	14,02691
17,38	48,06952	14,03207
17,40	48,17210	14,03720
17,42	48,27484	14,04231
17,44	48,37776	14,04739
17,46	48,48084	14,05245
17,48	48,58408	14,05749
17,50	48,68750	14,06250
17,52	48,79108	14,06749
17,54	48,89484	14,07245
17,56	48,99876	14,07739
17,58	49,10285	14,08231
17,60	49,20710	14,08720
17,62	49,31153	14,09207
17,64	49,41613	14,09691
17,66	49,52089	14,10173
17,68	49,62583	14,10653
17,70	49,73093	14,11130
17,72	49,83621	14,11605
17,74	49,94165	14,12077
17,76	50,04727	14,12547
17,78	50,15305	14,13015
17,80	50,25901	14,13480
17,82	50,36514	14,13943
17,84	50,47143	14,14403
17,86	50,57790	14,14861
17,88	50,68454	14,15317
17,90	50,79136	14,15770
17,92	50,89834	14,16221
17,94	51,00550	14,16669
17,96	51,11283	14,17115
17,98	51,22033	14,17559
18,00	51,32800	14,18000
18,02	51,43585	14,18439
18,04	51,54387	14,18875
18,06	51,65206	14,19309
18,08	51,76042	14,19741
18,10	51,86896	14,20170
18,12	51,97768	14,20597
18,14	52,08656	14,21021
18,16	52,19563	14,21443
18,18	52,30486	14,21863
18,20	52,41427	14,22280
18,22	52,52386	14,22695
18,24	52,63362	14,23107
18,26	52,74355	14,23517
18,28	52,85366	14,23925
18,30	52,96395	14,24330
18,32	53,07441	14,24733
18,34	53,18505	14,25133
18,36	53,29586	14,25531
18,38	53,40685	14,25927
18,40	53,51802	14,26320
18,42	53,62936	14,26711
18,44	53,74088	14,27099
18,46	53,85257	14,27485
18,48	53,96445	14,27869
18,50	54,07650	14,28250
18,52	54,18873	14,28629
18,54	54,30114	14,29005
18,56	54,41372	14,29379
18,58	54,52648	14,29751
18,60	54,63942	14,30120
18,62	54,75254	14,30487
18,64	54,86584	14,30851
18,66	54,97932	14,31213
18,68	55,09298	14,31573
18,70	55,20681	14,31930
18,72	55,32083	14,32285
18,74	55,43502	14,32637
18,76	55,54940	14,32987
18,78	55,66395	14,33335
18,80	55,77869	14,33680
18,82	55,89360	14,34023
18,84	56,00870	14,34363
18,86	56,12398	14,34701
18,88	56,23944	14,35037
18,90	56,35508	14,35370
18,92	56,47090	14,35701
18,94	56,58690	14,36029
18,96	56,70308	14,36355
18,98	56,81945	14,36679
19,00	56,93600	14,37000
19,02	57,05273	14,37319
19,04	57,16965	14,37635
19,06	57,28674	14,37949
19,08	57,40402	14,38261
19,10	57,52148	14,38570
19,12	57,63913	14,38877
19,14	57,75696	14,39181
19,16	57,87497	14,39483
19,18	57,99317	14,39783
19,20	58,11155	14,40080
19,22	58,23012	14,40375
19,24	58,34887	14,40667
19,26	58,46780	14,40957
19,28	58,58692	14,41245
19,30	58,70623	14,41530
19,32	58,82572	14,41813
19,34	58,94539	14,42093
19,36	59,06526	14,42371
19,38	59,18530	14,42647
19,40	59,30554	14,42920
19,42	59,42596	14,43191
19,44	59,54656	14,43459
19,46	59,66735	14,43725
19,48	59,78833	14,43989
19,50	59,90950	14,44250
19,52	60,03085	14,44509
19,54	60,15239	14,44765
19,56	60,27412	14,45019
19,58	60,39604	14,45271
19,60	60,51814	14,45520
19,62	60,64044	14,45767
19,64	60,76292	14,46011
19,66	60,88559	14,46253
19,68	61,00844	14,46493
19,70	61,13149	14,46730
19,72	61,25473	14,46965
19,74	61,37815	14,47197
19,76	61,50177	14,47427
19,78	61,62557	14,47655
19,80	61,74957	14,47880
19,82	61,87375	14,48103
19,84	61,99813	14,48323
19,86	62,12269	14,48541
19,88	62,24745	14,48757
19,90	62,37240	14,48970
19,92	62,49753	14,49181
19,94	62,62286	14,49389
19,96	62,74838	14,49595
19,98	62,87410	14,49799
